TotalCheckouts,Title,CallNumber,Author,OwningLibrary,Publisher ,CopyrightDate,datelastborrowed,itype,itemcode
0,Rapid Japanese. 200+ essential words and phrases anchored into your long-term memory with great music.,495.683421 RAPI V.2 1-DEVICE,,Penrose Library,"[Manufactured and distributed by] Findaway World, LLC,",2008,8/28/19,PLAYER,BKPLAYER
0,Rapid Japanese. 200+ essential words and phrases anchored into your long-term memory with great music.,495.683421 RAPI V.2 1-DEVICE,,Penrose Library,Playaway Digital Audio :,2008,8/28/19,PLAYER,BKPLAYER
0,Rapid Japanese. 200+ essential words and phrases anchored into your long-term memory with great music.,495.683421 RAPI V.2 1-DEVICE,,Penrose Library,"[Manufactured and distributed by] Findaway World, LLC,",2008,8/28/19,PLAYER,BKPLAYER
0,Rapid Japanese. 200+ essential words and phrases anchored into your long-term memory with great music.,495.683421 RAPI V.2 1-DEVICE,,Penrose Library,Playaway Digital Audio :,2008,8/28/19,PLAYER,BKPLAYER
0,Orange County records /,929.375656 B472 V.2,"Bennett, William D.",Carnegie-Special Collections,"Privately Published,",1987,9/25/19,SC-BOOK,GENBOOK
0,Orange County records /,929.375656 B472 V.3,"Bennett, William D.",Carnegie-Special Collections,"Privately Published,",1987,9/25/19,SC-BOOK,GENBOOK
0,Orange County records /,929.375656 B472 V.4,"Bennett, William D.",Carnegie-Special Collections,"Privately Published,",1987,9/25/19,SC-BOOK,GENBOOK
0,Orange County records /,929.375656 B472 V.5,"Bennett, William D.",Carnegie-Special Collections,"Privately Published,",1987,9/25/19,SC-BOOK,GENBOOK
0,"Putnam County, Tennessee Court Minutes, 1842-1856.",ON ORDER,"Administration, Work",Carnegie-Special Collections,Southern Historical Press,2018,1/1/00,SC-BOOK,GENBOOK
0,"Catoosa County, Georgia heritage 1853-1998 /",975.8326 C366 1998,,Carnegie-Special Collections,"Catoosa County Historical Society,",1998,9/25/19,SC-BOOK,SCHBOOK
0,"Catoosa County, Georgia heritage 1853-1998 /",975.8326 C366 1998,,Carnegie-Special Collections,Walsworth Pub. Co. ;,1998,9/25/19,SC-BOOK,SCHBOOK
0,"Davie County heritage, North Carolina, 1997.",975.669 D254 1997,,Carnegie-Special Collections,"Davie County Heritage Book Committee and Don Mills, Inc.,",1997,10/25/19,SC-BOOK,SCHBOOK
5,The dark side a novel /,STEE 7-DISCS,"Steel, Danielle.",Fountain Library,"Recorded Books,",2019,1/25/20,CDBOOK,CDBOOK
5,The dark side a novel /,STEE 7-DISCS,"Steel, Danielle.",High Prairie Library,"Recorded Books,",2019,1/7/20,CDBOOK,CDBOOK
6,The dark side a novel /,STEE 7-DISCS,"Steel, Danielle.",Monument Library,"Recorded Books,",2019,1/17/20,CDBOOK,CDBOOK
2,Sapphire flames,ANDR 10-DISCS,"Andrews, Ilona,",Library 21c,"Harper Audio,",2019,10/4/19,CDBOOK,CDBOOK
5,Sapphire flames,ANDR 10-DISCS,"Andrews, Ilona,",Ruth Holley Library,"Harper Audio,",2019,12/20/19,CDBOOK,CDBOOK
2,Little Cloud and Lady Wind /,MORR,"Morrison, Toni",Library 21c,"Simon & Schuster Books for Young Readers,",2010,12/14/19,JBOOK,JEASY
2,Little Cloud and Lady Wind /,MORR,"Morrison, Toni",Library 21c,"Simon & Schuster Books for Young Readers,",2010,2/1/20,JBOOK,JEASY
4,Little Cloud and Lady Wind /,MORR,"Morrison, Toni",East Library,"Simon & Schuster Books for Young Readers,",2010,1/28/20,JBOOK,JEASY
2,Little Cloud and Lady Wind /,MORR,"Morrison, Toni",Penrose Library,"Simon & Schuster Books for Young Readers,",2010,12/3/19,JBOOK,JEASY
1,Little Cloud and Lady Wind /,MORR,"Morrison, Toni",Penrose Library,"Simon & Schuster Books for Young Readers,",2010,12/16/19,JBOOK,JEASY
5,Why evergreens keep their leaves /,GUER,"Guertin, Annemarie Riley.",Penrose Library,"Familius LLC,",2019,1/14/20,JBOOK,JEASY
4,Why evergreens keep their leaves /,GUER,"Guertin, Annemarie Riley.",East Library,"Familius LLC,",2019,1/30/20,JBOOK,JEASY
3,Why evergreens keep their leaves /,GUER,"Guertin, Annemarie Riley.",East Library,"Familius LLC,",2019,1/1/20,JBOOK,JEASY
2,Why evergreens keep their leaves /,GUER,"Guertin, Annemarie Riley.",Cheyenne Mountain Library,"Familius LLC,",2019,12/13/19,JBOOK,JEASY
3,Why evergreens keep their leaves /,GUER,"Guertin, Annemarie Riley.",Fountain Library,"Familius LLC,",2019,1/22/20,JBOOK,JEASY
4,Five days gone : the mystery of my mother's disappearance as a child /,362.8297 ELST,"Cumming, Laura,",Penrose Library,"Scribner, an imprint of Simon & Schuster,",2019,1/22/20,BOOK,NEW
4,Five days gone : the mystery of my mother's disappearance as a child /,362.8297 ELST,"Cumming, Laura,",Penrose Library,"Scribner, an imprint of Simon & Schuster,",2019,1/13/20,BOOK,NEW
5,Five days gone : the mystery of my mother's disappearance as a child /,362.8297 ELST,"Cumming, Laura,",Fountain Library,"Scribner, an imprint of Simon & Schuster,",2019,1/21/20,BOOK,NEW
0,Greatest Forgiveness: Bring Joy and Peace to Your Life with the Power of Unconditional Forgiveness,ON ORDER,"Sha, Zhi Gang",Distribution Facility,Benbella Books,2019,1/1/00,UNKNOWN,ON-ORDER
0,A guide to Colorado's historic architecture and engineering /,720.9788 G292 2003,,Carnegie-Special Collections,"Office of Archaeology and Historic Preservation, Colorado Historical Society,",2003,9/30/19,SC-BOOK,SCHBOOK
0,The Ute circle of life /,970.3 U89SO 1994,Southern Ute Indian Cultural Center. Museum.,Carnegie-Special Collections,"Southern Ute Cultural Center,",1994,8/28/19,SC-BOOK,SCHBOOK
0,Missourians in the Civil War /,977.8 23 W362 2012,"Weant, Kenneth.",Carnegie-Special Collections,"K.E. Weant,",2012,9/30/19,SC-BOOK,SCHBOOK
0,Missourians in the Civil War /,977.8 23 W362 2013 V.3,"Weant, Kenneth.",Carnegie-Special Collections,"K.E. Weant,",2012,11/4/19,SC-BOOK,SCHBOOK
189,Columbo.,COLU 5-DVDS,,Penrose Library,"Universal Studios Home Entertainment,",2012,1/27/20,DVDSET,DVD
10,Columbo.,COLU 5-DISCS,,Cheyenne Mountain Library,"Universal Studios Home Entertainment,",2012,1/27/20,DVDSET,DVD
16,You don't mess with the Zohan,YOUD 1-DISC,,Distribution Facility,"Sony Pictures Home Entertainment,",2008,1/26/20,DVD,DVD
306,You don't mess with the Zohan,YOUD 1-DVD,,Penrose Library,"Sony Pictures Home Entertainment,",2008,9/23/19,DVD,DVD
6,A crash of fate /,CORD,"Córdova, Zoraida,",East Library,"Disney + Lucas Film Press,",2019,2/3/20,TBOOK,TEENFIC
4,A crash of fate /,CORD,"Córdova, Zoraida,",Library 21c,"Disney + Lucas Film Press,",2019,1/4/20,TBOOK,TEENFIC
2,A crash of fate /,CORD,"Córdova, Zoraida,",Library 21c,"Disney + Lucas Film Press,",2019,1/20/20,TBOOK,TEENFIC
3,A crash of fate /,CORD,"Córdova, Zoraida,",Penrose Library,"Disney + Lucas Film Press,",2019,1/17/20,TBOOK,TEENFIC
2,A crash of fate /,CORD,"Córdova, Zoraida,",High Prairie Library,"Disney + Lucas Film Press,",2019,12/23/19,TBOOK,TEENFIC
1,Tomie dePaola's the quicksand book /,552.5 DEPA 2019,"DePaola, Tomie,",East Library,"Holiday House,",2019,10/5/19,JBOOK,J
2,Tomie dePaola's the quicksand book /,552.5 DEPA 2019,"DePaola, Tomie,",Monument Library,"Holiday House,",2019,11/26/19,JBOOK,J
5,Tomie dePaola's the quicksand book /,552.5 DEPA 2019,"DePaola, Tomie,",Penrose Library,"Holiday House,",2019,1/6/20,JBOOK,J
1,Cat science unleashed : fun activities to do with your feline friend /,636 WHEE,"Wheeler-Toppen, Jodi.",Penrose Library,"National Geographic Kids,",2019,1/25/20,JBOOK,J
1,Cat science unleashed : fun activities to do with your feline friend /,636 WHEE,"Wheeler-Toppen, Jodi.",Penrose Library,"National Geographic Kids,",2019,1/27/20,JBOOK,J
2,Cat science unleashed : fun activities to do with your feline friend /,636 WHEE,"Wheeler-Toppen, Jodi.",Library 21c,"National Geographic Kids,",2019,1/28/20,JBOOK,J
2,Cat science unleashed : fun activities to do with your feline friend /,636 WHEE,"Wheeler-Toppen, Jodi.",Library 21c,"National Geographic Kids,",2019,1/29/20,JBOOK,J
4,Cat science unleashed : fun activities to do with your feline friend /,636 WHEE,"Wheeler-Toppen, Jodi.",Library 21c,"National Geographic Kids,",2019,2/3/20,JBOOK,J
4,Cat science unleashed : fun activities to do with your feline friend /,636 WHEE,"Wheeler-Toppen, Jodi.",East Library,"National Geographic Kids,",2019,1/28/20,JBOOK,J
3,Cat science unleashed : fun activities to do with your feline friend /,636 WHEE,"Wheeler-Toppen, Jodi.",East Library,"National Geographic Kids,",2019,1/8/20,JBOOK,J
3,Cat science unleashed : fun activities to do with your feline friend /,636 WHEE,"Wheeler-Toppen, Jodi.",Cheyenne Mountain Library,"National Geographic Kids,",2019,11/21/19,JBOOK,J
0,"Carroll County, Tenn. wills /",929.376825 W734C,"Willis, Laura.",Carnegie-Special Collections,"Simmons Historical Publications,",2000,11/4/19,SC-BOOK,GENBOOK
0,ServSafe complete food safety : seguridad de los alimentos total /,363.192 SERV 2-DISCS 2-GUIDES,,Penrose Library,"National Restaurant Association Solutions,",2009,1/1/00,AB-REF,ABSTAFF
4,The Scarecrow /,FERR,"Ferry, Beth,",Distribution Facility,"HarperCollins Publishers,",2019,1/27/20,JBOOK,JEASY
5,The Scarecrow /,FERR,"Ferry, Beth,",Cheyenne Mountain Library,"HarperCollins Publishers,",2019,12/2/19,JBOOK,JEASY
6,The Scarecrow /,FERR,"Ferry, Beth,",East Library,"HarperCollins Publishers,",2019,1/17/20,JBOOK,JEASY
6,The Scarecrow /,FERR,"Ferry, Beth,",East Library,"HarperCollins Publishers,",2019,1/27/20,JBOOK,JEASY
4,The Scarecrow /,FERR,"Ferry, Beth,",Penrose Library,"HarperCollins Publishers,",2019,1/21/20,JBOOK,JEASY
10,The Scarecrow /,FERR,"Ferry, Beth,",Library 21c,"HarperCollins Publishers,",2019,2/3/20,JBOOK,JEASY
6,The Scarecrow /,FERR,"Ferry, Beth,",Library 21c,"HarperCollins Publishers,",2019,1/26/20,JBOOK,JEASY
7,The Scarecrow /,FERR,"Ferry, Beth,",Rockrimmon Library,"HarperCollins Publishers,",2019,2/3/20,JBOOK,JEASY
0,Alleghany County heritage /,975.6832 A422 1983,,Carnegie-Special Collections,"Hunter Pub. Co.,",1983,9/25/19,SC-BOOK,SCHBOOK
0,Alleghany County heritage /,975.6832 A422 1983,,Carnegie-Special Collections,The Society ;,1983,9/25/19,SC-BOOK,SCHBOOK
5,The castaways : a novel /,HILD,"Hilderbrand, Elin.",Penrose Library,"Back Bay Books,",2010,1/27/20,BOOK,FICTION
5,The castaways : a novel /,HILD,"Hilderbrand, Elin.",East Library,"Back Bay Books,",2010,1/29/20,BOOK,FICTION
6,The castaways : a novel /,HILD,"Hilderbrand, Elin.",Monument Library,"Back Bay Books,",2010,1/3/20,BOOK,FICTION
7,Ball of Collusion : the plot to rig an election and destroy a presidency /,324.97309 MCCA,"McCarthy, Andrew C.,",Distribution Facility,Encounter Books,2019,1/27/20,BOOK,NEW
5,Ball of Collusion : the plot to rig an election and destroy a presidency /,324.97309 MCCA,"McCarthy, Andrew C.,",Distribution Facility,Encounter Books,2019,2/2/20,BOOK,NEW
5,Ball of Collusion : the plot to rig an election and destroy a presidency /,324.97309 MCCA,"McCarthy, Andrew C.,",Distribution Facility,Encounter Books,2019,1/29/20,BOOK,NEW
6,Ball of Collusion : the plot to rig an election and destroy a presidency /,324.97309 MCCA,"McCarthy, Andrew C.,",Distribution Facility,Encounter Books,2019,12/31/19,BOOK,NEW
4,Ball of Collusion : the plot to rig an election and destroy a presidency /,324.97309 MCCA,"McCarthy, Andrew C.,",Distribution Facility,Encounter Books,2019,1/25/20,BOOK,NEW
5,Ball of Collusion : the plot to rig an election and destroy a presidency /,324.97309 MCCA,"McCarthy, Andrew C.,",Distribution Facility,Encounter Books,2019,2/2/20,BOOK,NEW
5,Ball of Collusion : the plot to rig an election and destroy a presidency /,324.97309 MCCA,"McCarthy, Andrew C.,",Distribution Facility,Encounter Books,2019,2/1/20,BOOK,NEW
6,Ball of Collusion : the plot to rig an election and destroy a presidency /,324.97309 MCCA,"McCarthy, Andrew C.,",Distribution Facility,Encounter Books,2019,1/22/20,BOOK,NEW
4,Ball of Collusion : the plot to rig an election and destroy a presidency /,324.97309 MCCA,"McCarthy, Andrew C.,",Distribution Facility,Encounter Books,2019,1/24/20,BOOK,NEW
3,Ball of Collusion : the plot to rig an election and destroy a presidency /,324.97309 MCCA,"McCarthy, Andrew C.,",Mobile Libraries,Encounter Books,2019,12/6/19,BOOK,NEW
6,Ball of Collusion : the plot to rig an election and destroy a presidency /,324.97309 MCCA,"McCarthy, Andrew C.,",Rockrimmon Library,Encounter Books,2019,12/30/19,BOOK,NEW
4,Ball of Collusion : the plot to rig an election and destroy a presidency /,324.97309 MCCA,"McCarthy, Andrew C.,",East Library,Encounter Books,2019,2/1/20,BOOK,NEW
5,Ball of Collusion : the plot to rig an election and destroy a presidency /,324.97309 MCCA,"McCarthy, Andrew C.,",Penrose Library,Encounter Books,2019,1/11/20,BOOK,NEW
9,Killer instinct,PATT 6-DISCS,"Patterson, James,",Distribution Facility,"Hachette Audio,",2019,1/22/20,CDBOOK,CDBOOK
6,Killer instinct,PATT 6-DISCS,"Patterson, James,",Distribution Facility,"Hachette Audio,",2019,1/31/20,CDBOOK,CDBOOK
4,Killer instinct,PATT 6-DISCS,"Patterson, James,",Distribution Facility,"Hachette Audio,",2019,12/7/19,CDBOOK,CDBOOK
6,Killer instinct,PATT 6-DISCS,"Patterson, James,",Monument Library,"Hachette Audio,",2019,1/16/20,CDBOOK,CDBOOK
6,Killer instinct,PATT 6-DISCS,"Patterson, James,",Penrose Library,"Hachette Audio,",2019,1/19/20,CDBOOK,CDBOOK
6,Killer instinct,PATT 6-DISCS,"Patterson, James,",Ute Pass Library,"Hachette Audio,",2019,1/17/20,CDBOOK,CDBOOK
9,Killer instinct,PATT 6-DISCS,"Patterson, James,",East Library,"Hachette Audio,",2019,1/31/20,CDBOOK,CDBOOK
8,Killer instinct,PATT 6-DISCS,"Patterson, James,",Library 21c,"Hachette Audio,",2019,1/26/20,CDBOOK,CDBOOK
3,"A story of six rivers : history, culture and ecology /",551.483 COAT,"Coates, Peter A.,",Rockrimmon Library,"Reaktion Books,",2013,1/10/20,BOOK,NONFIC
2,"A story of six rivers : history, culture and ecology /",551.483 COAT,"Coates, Peter A.,",Sand Creek Library,"Reaktion Books,",2013,1/18/20,BOOK,NONFIC
10,The man without a face,MANW 1-DISC,,Distribution Facility,"Distributed by Warner Home Video,",2004,2/2/20,DVD,DVD
11,The man without a face,MANW 1-DISC,,Distribution Facility,"Distributed by Warner Home Video,",2004,1/14/20,DVD,DVD
13,The man without a face,MANW 1-DISC,,Distribution Facility,"Distributed by Warner Home Video,",2004,1/30/20,DVD,DVD
9,The man without a face,MANW 1-DISC,,Distribution Facility,"Distributed by Warner Home Video,",2004,1/14/20,DVD,DVD
6,Speed,SPEE 1-DISC,,Distribution Facility,"Twentieth Century Fox Home Entertainment,",2004,2/1/20,DVD,DVD
9,Speed,SPEE 1-DISC,,East Library,"Twentieth Century Fox Home Entertainment,",2004,1/30/20,DVD,DVD
11,Speed,SPEE 1-DISC,,East Library,"Twentieth Century Fox Home Entertainment,",2004,2/3/20,DVD,DVD
10,Speed,SPEE 1-DISC,,East Library,"Twentieth Century Fox Home Entertainment,",2004,2/3/20,DVD,DVD
10,Speed,SPEE 1-DISC,,Penrose Library,"Twentieth Century Fox Home Entertainment,",2004,1/21/20,DVD,DVD
9,Speed,SPEE 1-DISC,,Penrose Library,"Twentieth Century Fox Home Entertainment,",2004,2/4/20,DVD,DVD
11,Speed,SPEE 1-DISC,,Rockrimmon Library,"Twentieth Century Fox Home Entertainment,",2004,1/22/20,DVD,DVD
4,After Stonewall from the riots to the millennium /,306.766 AFTE 1-DISC,,East Library,"First Run Features,",2005,1/18/20,DVD,DVD
3,After Stonewall from the riots to the millennium /,306.766 AFTE 1-DISC,,Mobile Libraries,"First Run Features,",2005,10/12/19,DVD,DVD
10,Toni Morrison : the pieces I am,813.54 TONI 1-DISC,,East Library,"Magnolia Home Entertainment,",2019,1/16/20,DVD,DVD
11,Toni Morrison : the pieces I am,813.54 TONI 1-DISC,,Penrose Library,"Magnolia Home Entertainment,",2019,1/27/20,DVD,DVD
8,Toni Morrison : the pieces I am,813.54 TONI 1-DISC,,Cheyenne Mountain Library,"Magnolia Home Entertainment,",2019,1/20/20,DVD,DVD
10,Toni Morrison : the pieces I am,813.54 TONI 1-DISC,,Sand Creek Library,"Magnolia Home Entertainment,",2019,1/31/20,DVD,DVD
0,Virginia tithables from burned record counties /,929.3755 W898,"Woodson, Robert F.,",Carnegie-Special Collections,"Isabel B. Woodson,",1970,9/25/19,SC-BOOK,GENBOOK
0,"Records of Effingham County, Georgia : containing Annals of Georgia, Volume II and Effingham County legal records from the Georgia Genealogical Magazine /",929.375872 L933,,Carnegie-Special Collections,"Southern Historical Press,",2004,9/25/19,SC-BOOK,GENBOOK
0,"Gates County, North Carolina deeds /",929.375615 T244 V.1,"Taylor, Mona Armstrong.",Carnegie-Special Collections,"Southern Historical Press, Inc.,",2005,10/24/19,SC-BOOK,GENBOOK
0,Guilford County deed book /,929.375662 B472 V.1,"Bennett, William D.",Carnegie-Special Collections,"W.D. Bennett,",1990,9/25/19,SC-BOOK,GENBOOK
0,Guilford County deed book /,929.375662 B472 V.2,"Bennett, William D.",Carnegie-Special Collections,"W.D. Bennett,",1990,9/25/19,SC-BOOK,GENBOOK
0,"Lynchburg, Virginia and Nelson County, Virginia wills, deeds, and marriages 1807-1831 /",929.3755 D261,"Davis, Bailey Fulton.",Carnegie-Special Collections,"Southern Historical Press,",1985,9/25/19,SC-BOOK,GENBOOK
0,"Obion County, Tennessee Court of Pleas & Quarter Session [sic], 1834-1836.",929.376813 T297,,Carnegie-Special Collections,"[Mountain Press],",1995,9/25/19,SC-BOOK,GENBOOK
0,"Rural land owners of Barbour County, Alabama, 1851 /",929.376132 G583,"Godfrey, Marie H.",Carnegie-Special Collections,"Southern Historical Press,",1990,9/25/19,SC-BOOK,GENBOOK
0,"Salem County wills recorded in the office of the surrogate at Salem, New Jersey /",929.374991 C886 V.1,"Craig, H. Stanley,",Carnegie-Special Collections,"Higginson Book Co.,",2000,9/25/19,SC-BOOK,GENBOOK
0,"Salem County wills recorded in the office of the surrogate at Salem, New Jersey /",929.374991 C886 V.2,"Craig, H. Stanley,",Carnegie-Special Collections,"Higginson Book Co.,",2000,10/25/19,SC-BOOK,GENBOOK
0,"Stokes County, North Carolina deeds,",929.375664 A164,"Absher, W. O.,",Carnegie-Special Collections,"Southern Historical Press,",1985,9/26/19,SC-BOOK,GENBOOK
0,"County court minutes, Wilkes County, North Carolina /",929.375682 A164 V.1&2,"Absher, W. O.,",Carnegie-Special Collections,"Wilkes Genealogical Society,",1970,9/25/19,SC-BOOK,GENBOOK
0,"County court minutes, Wilkes County, North Carolina /",929.375682 A164 V.3&4,"Absher, W. O.,",Carnegie-Special Collections,"Wilkes Genealogical Society,",1970,9/25/19,SC-BOOK,GENBOOK
0,"Wilson County, Tennessee, trust deeds, 1828-1868 /",929.376854 P273,"Partlow, Thomas E.",Carnegie-Special Collections,"Southern Historical Press,",1997,9/26/19,SC-BOOK,GENBOOK
2,Searching for the fleet : a diving novel /,RUSC,"Rusch, Kristine Kathryn,",Mobile Libraries,"WMG Publishing,",2018,11/13/19,BOOK,NEW
5,Searching for the fleet : a diving novel /,RUSC,"Rusch, Kristine Kathryn,",Library 21c,"WMG Publishing,",2018,1/9/20,BOOK,NEW
3,F is for farm : touch and feel /,CHAP,"Chapman, Aimée,",Rockrimmon Library,"St. Martin's Press,",2019,1/23/20,JBOOK,JBOARD
4,F is for farm : touch and feel /,CHAP,"Chapman, Aimée,",Monument Library,"St. Martin's Press,",2019,1/27/20,JBOOK,JBOARD
3,F is for farm : touch and feel /,CHAP,"Chapman, Aimée,",High Prairie Library,"St. Martin's Press,",2019,1/15/20,JBOOK,JBOARD
5,F is for farm : touch and feel /,CHAP,"Chapman, Aimée,",Library 21c,"St. Martin's Press,",2019,1/21/20,JBOOK,JBOARD
8,F is for farm : touch and feel /,CHAP,"Chapman, Aimée,",Library 21c,"St. Martin's Press,",2019,1/22/20,JBOOK,JBOARD
10,F is for farm : touch and feel /,CHAP,"Chapman, Aimée,",Library 21c,"St. Martin's Press,",2019,1/14/20,JBOOK,JBOARD
5,F is for farm : touch and feel /,CHAP,"Chapman, Aimée,",Library 21c,"St. Martin's Press,",2019,2/4/20,JBOOK,JBOARD
5,F is for farm : touch and feel /,CHAP,"Chapman, Aimée,",East Library,"St. Martin's Press,",2019,1/23/20,JBOOK,JBOARD
6,F is for farm : touch and feel /,CHAP,"Chapman, Aimée,",East Library,"St. Martin's Press,",2019,1/22/20,JBOOK,JBOARD
3,F is for farm : touch and feel /,CHAP,"Chapman, Aimée,",Sand Creek Library,"St. Martin's Press,",2019,12/21/19,JBOOK,JBOARD
2,The dog who lost his bark /,COLF,"Colfer, Eoin,",Ruth Holley Library,"Candlewick Press,",2019,1/5/20,JBOOK,JFICTION
1,The dog who lost his bark /,COLF,"Colfer, Eoin,",Calhan Library,"Candlewick Press,",2019,1/13/20,JBOOK,JFICTION
1,The dog who lost his bark /,COLF,"Colfer, Eoin,",Cheyenne Mountain Library,"Candlewick Press,",2019,11/6/19,JBOOK,JFICTION
1,The dog who lost his bark /,COLF,"Colfer, Eoin,",Fountain Library,"Candlewick Press,",2019,12/14/19,JBOOK,JFICTION
2,The dog who lost his bark /,COLF,"Colfer, Eoin,",High Prairie Library,"Candlewick Press,",2019,12/21/19,JBOOK,JFICTION
1,The dog who lost his bark /,COLF,"Colfer, Eoin,",Sand Creek Library,"Candlewick Press,",2019,1/26/20,JBOOK,JFICTION
3,The dog who lost his bark /,COLF,"Colfer, Eoin,",Library 21c,"Candlewick Press,",2019,1/24/20,JBOOK,JFICTION
3,The dog who lost his bark /,COLF,"Colfer, Eoin,",Library 21c,"Candlewick Press,",2019,1/20/20,JBOOK,JFICTION
0,The dog who lost his bark /,COLF,"Colfer, Eoin,",Penrose Library,"Candlewick Press,",2019,10/1/19,JBOOK,JFICTION
1,The dog who lost his bark /,COLF,"Colfer, Eoin,",Penrose Library,"Candlewick Press,",2019,12/31/19,JBOOK,JFICTION
4,The dog who lost his bark /,COLF,"Colfer, Eoin,",East Library,"Candlewick Press,",2019,1/24/20,JBOOK,JFICTION
2,The dog who lost his bark /,COLF,"Colfer, Eoin,",East Library,"Candlewick Press,",2019,1/6/20,JBOOK,JFICTION
2,Akin a novel /,DONO 10-DISCS,"Donoghue, Emma,",Sand Creek Library,"Hachette Audio,",1969,10/11/19,CDBOOK,CDBOOK
2,Akin a novel /,DONO 10-DISCS,"Donoghue, Emma,",East Library,"Hachette Audio,",1969,1/7/20,CDBOOK,CDBOOK
2,Akin a novel /,DONO 10-DISCS,"Donoghue, Emma,",Penrose Library,"Hachette Audio,",1969,12/9/19,CDBOOK,CDBOOK
7,Robert B. Parker's The bitterest pill,COLE 8-DISCS,"Coleman, Reed Farrel,",Library 21c,"Random House Audio, an imprint of the Penguin Random House Publishing Group,",2019,1/31/20,CDBOOK,CDBOOK
5,Robert B. Parker's The bitterest pill,COLE 8-DISCS,"Coleman, Reed Farrel,",Penrose Library,"Random House Audio, an imprint of the Penguin Random House Publishing Group,",2019,1/28/20,CDBOOK,CDBOOK
5,Robert B. Parker's The bitterest pill,COLE 8-DISCS,"Coleman, Reed Farrel,",East Library,"Random House Audio, an imprint of the Penguin Random House Publishing Group,",2019,1/13/20,CDBOOK,CDBOOK
4,Your battles belong to the Lord know your enemy and be more than a conqueror /,235.4 MEYE 6-DISCS,"Meyer, Joyce,",Library 21c,"Faith Words, an imprint of Hachette Audio,",2019,1/27/20,CDBOOK,CDBOOK
5,Your battles belong to the Lord know your enemy and be more than a conqueror /,235.4 MEYE 6-DISCS,"Meyer, Joyce,",Cheyenne Mountain Library,"Faith Words, an imprint of Hachette Audio,",2019,1/25/20,CDBOOK,CDBOOK
10,Young Sheldon.,YOUN 2-DISCS,,Distribution Facility,"Warner Bros Ent. Canada Inc,",2018,1/30/20,DVD,DVD
10,Young Sheldon.,YOUN 2-DISCS,,Ruth Holley Library,"Warner Bros Ent. Canada Inc,",2018,1/26/20,DVD,DVD
6,Young Sheldon.,YOUN 2-DISCS,,Ruth Holley Library,"Warner Bros Ent. Canada Inc,",2018,1/31/20,DVD,DVD
11,Young Sheldon.,YOUN 2-DISCS,,Library 21c,"Warner Bros Ent. Canada Inc,",2018,2/4/20,DVD,DVD
11,Young Sheldon.,YOUN 2-DISCS,,Penrose Library,"Warner Bros Ent. Canada Inc,",2018,1/23/20,DVD,DVD
9,Young Sheldon.,YOUN 2-DISCS,,Cheyenne Mountain Library,"Warner Bros Ent. Canada Inc,",2018,2/3/20,DVD,DVD
2,Splash and Bubbles,SPLA 1-DISC,,Cheyenne Mountain Library,"PBS Kids,",2019,2/1/20,JDVD,JDVD
0,Splash and Bubbles,SPLA 1-DISC,,East Library,"PBS Kids,",2019,10/5/19,JDVD,JDVD
2,Splash and Bubbles,SPLA 1-DISC,,East Library,"PBS Kids,",2019,1/29/20,JDVD,JDVD
1,Splash and Bubbles,SPLA 1-DISC,,Monument Library,"PBS Kids,",2019,2/4/20,JDVD,JDVD
3,Splash and Bubbles,SPLA 1-DISC,,Monument Library,"PBS Kids,",2019,1/29/20,JDVD,JDVD
1,Splash and Bubbles,SPLA 1-DISC,,Old Colorado City Library,"PBS Kids,",2019,1/17/20,JDVD,JDVD
1,Remember : the journey to school integration /,379.2 MORR,"Morrison, Toni.",East Library,"Houghton Mifflin Co.,",2004,9/14/19,JBOOK,J
2,Remember : the journey to school integration /,379.2 MORR,"Morrison, Toni.",Ruth Holley Library,"Houghton Mifflin Co.,",2004,11/4/19,JBOOK,J
2,Remember : the journey to school integration /,379.2 MORR,"Morrison, Toni.",Old Colorado City Library,"Houghton Mifflin Co.,",2004,1/23/20,JBOOK,J
0,"Plainview, 1856-1956 : plateau of plenty.",977.613 P698 1956,,Carnegie-Special Collections,"[Plainview Centennial Committee],",1956,9/9/19,SC-BOOK,SCHBOOK
0,An introduction to the Russian Mennonites /,289.747 K932 2005,"Kroeker, Wally,",Carnegie-Special Collections,"Good Books,",2005,9/9/19,SC-BOOK,SCHBOOK
4,Beverly Hills 90210.,BEVE 7-DISCS,,Old Colorado City Library,"CBS DVD,",2008,2/1/20,DVDSET,DVD
4,Beverly Hills 90210.,BEVE 7-DISCS,,East Library,"CBS DVD,",2008,1/30/20,DVDSET,DVD
3,Beverly Hills 90210.,BEVE 7-DISCS,,Old Colorado City Library,"CBS DVD,",2009,2/1/20,DVDSET,DVD
4,Beverly Hills 90210.,BEVE 7-DISCS,,East Library,"CBS DVD,",2009,1/30/20,DVDSET,DVD
4,Beverly Hills 90210.,BEVE 7-DISCS,,Penrose Library,"Paramount Home Entertainment,",2009,2/1/20,DVDSET,DVD
4,Beverly Hills 90210.,BEVE 7-DISCS,,East Library,"Paramount Home Entertainment,",2009,1/30/20,DVDSET,DVD
5,Beverly Hills 90210.,BEVE 6-DISCS,,Ruth Holley Library,"CBS DVD,",2010,2/1/20,DVDSET,DVD
3,Beverly Hills 90210.,BEVE 6-DISCS,,East Library,"CBS DVD,",2010,1/30/20,DVDSET,DVD
4,Beverly Hills 90210.,BEVE 6-DISCS,,Library 21c,"CBS DVD,",2010,2/1/20,DVDSET,DVD
